Date,Accident Type,Sector (others only),Cities,Highways,Killed,Injured,Reported Cause (detail),Cause Tags,Times Reported,Reported By,Headline,Headline (English),Link
2026-06-09,others,factory manufacturing,Pune,,2,3,gas_leak,,1,ETV Bharat,,,,Fatal,2026-06-09,2026-06-09,"Two Workers Killed, Three Injured In CO₂ Gas Leak At Schaeffler India Plant In Pune's Talegaon MIDC - ETV Bharat","Two Workers Killed, Three Injured In CO₂ Gas Leak At Schaeffler India Plant In Pune's Talegaon MIDC - ETV Bharat",https://news.google.com/rss/articles/CBMi3AFBVV95cUxOTWZzeVlFbERkNkphZ2xvVFY3dDBNLXVDWjhuS2ZubmhRVFdMcE5GZXkxTGRWRy0yNjQxdHpXeko0X09ocTZHOW5TdlVTS0tFa2R4d3gxY3JweVVrZmpGNm5ka2poUGotV2pZd3RFWHI1eER4Q0lEclVOSFFCZGZKVERkSjBYcTdGZHZLQUdBOUF1dzVTaTZCdk5UVG5fcWRZQ1BuX2xyaVo1MHQyUS0xaG11QnJCdEpWbzROcndWUUg0NUhVYnJzZWZzR2VNNnNsUmx6NDhJdFBrc0I00gHiAUFVX3lxTFB0MU8zY0hrMXNFOVVqRm9Ga3luTkJxLURJcW1DazNXU0NBbWwtY3RIWWtfdXRsVE1uY21UNXJSelZ0anpFRnhXTEtnMFpEM1JrS0RaTS1ZSUJwczBKT3RvaEFqN3doOXFIMjhJNGc1T1VCdW1CODNSeEJpaXNVX2ZmNm5vYlBqQ2ZCSG5UcFp1bWgxYkRGZWQxMUx3LUdBbkxjN2lrVXRhODZhNUgwdlE3RlNqTmcwRWlsNFN0N3ZLT25ZVWp3RXVEdmxuaEd5em1xUS1QdG15WkdVRU43amtYOWc?oc=5
2026-06-09,aviation,,Meghaninagar; Meghani Nagar,,,,,,1,facebook.com,,,,Not stated,2026-06-09,2026-06-09,"BBC News हिन्दी. . 12 जून, 2025 को एयर इंडिया का विमान उड़ने के कुछ ही पलों बाद दुर्घटनाग्रस्त हो गया था. इस दुर्घटना का एक वीडियो सोशल मीडिया पर खूब वायरल हुआ. आर्यन असारी ने मेघानीनगर में अपन - facebook.com","BBC News Hindi. . On June 12, 2025, an Air India plane crashed just moments after takeoff. A video of this accident went viral on social media. Aryan Asari in Meghaninagar - facebook.com
BBC News Hindi. . On June 12, 2025, an Air India plane crashed just moments after takeoff. A video of this accident went viral on social media. Aryan Asari posted his Facebook.com in Meghani Nagar.",https://news.google.com/rss/articles/CBMixgZBVV95cUxNbXY4Z09JRDZta0FvUWRJT1FLV3dCd0REYzZaeUdOM3ViaDFCSmxtc1l5dHNiRmxlanlpN2MzQ1dSdFMwTGRsNnlFcU5va2I5ZThvdUdCX3B1d1ptRlBSNlgxNWtEWFRxZUFuQmtyanBROGtxckFVdEdNbDVIcEtNN0NPV1hqOG9IQjI3Yk1yTllzSUxjaWxNdTlTUlJBVmpTc0pacUVwRzVWVkNJNTFoUmlkN0FUOTlDSkpuX1pNejYtanM0Rjk1MTBxa1BpNTRnQ3poX3JtZ21ueF9DWVplWnBJVHFpWVlKUXJGZUVValZGT250UHgyVGtrOHBRNTE2U0t3by16NWNVYTJQV2Q1T3IzUFhSWUFqX1RHR1Z5SkdILTJHbUZreTZmRVhrOTNEZmhLaldKcUpialZhNGZ0U2htdGloX2t6SjVjdXpQNFhpV3BuekZuTjFRZnFxYmNEZHI4SmNXdDIzWTZ6TlFhbTItMnFSbkN3VzJINUptQUNRekFxODRIRzJSUWozNjlSSFFSOGdlTThlMmxNaXM0ZUI2aVpybW1tSUtEYXYxNDdNeTFIeFJyQ2wtTnc4VlRGUUpOcTN6NWxQWlV6d0hiLUh0QzFCeFlwbnBLdlFkTTliOGZkYlptXzRLdjdrZnl0cUxxX3V6YUVQNDdDeTQ2VThveVBNTTVKV1gzV0xzYnBJSGJRNWdCOVhzU3VsRk80UnQ2VkJoUExhYktOaU9oWnZ6TmpmZUpEYWdnSGszaHhxUWZXa0lUWmJJUVJuQ2ZZd05vVVdFbDdmV09JTFc5bnFOYURPT1RnOTFtcjBrYjJ6RGV2LThLUmsyTVVtcDFQZUE1ODVfYXBxOVFEbURudU5LQjItZzZUcWR1MkY0bllzMVJYODNQT2xxMTBNSlRPLXZLZGotRHBjdldtbUVhTXpKaGlQYjA1dkxpUnhJZ1EyQVFWdlVLengyR0c2QkJnaUtjZnFWSlkzSUI4UlBjSnRIMmd2eGtzRnhXdlZ5eG1ReEw5U0xMcWU5MmxGbThBUV9CU2tObUdja3VnSnN5a0J4VGE3S1AyOFdKTm82LUVQQUh4WXNKRS1oVVA4VEN2S0RNRW9n?oc=5
2026-06-09,others,factory manufacturing,Jaipur,,3,,firecracker_unit,,1,AajTak,,,,Fatal,2026-06-09,2026-06-09,"जयपुर में बड़ा हादसा! घर में चल रही पटाखा फैक्ट्री में लगी भीषण आग, 3 की मौत - AajTak","Big accident in Jaipur! A massive fire broke out in a home-made firecracker factory, 3 dead - AajTak
Big accident in Jaipur! A massive fire broke out in a home-made firecracker factory, 3 dead. AajTak",https://news.google.com/rss/articles/CBMi1AFBVV95cUxOT1BMNXhncXdvYk0xVzVOS0Uyay1jc1pBbmJmT1ByYkVqcGRlaUlFcGgyMzJaajQ0VWRoR3dLZkp6SWRIVl9RMDQtYXkzYWc2VE44alhKZWtyREtyMmJDY1R1ZlZ0bERoZXdJejg5aEMtN2U0QVpyOUtaMGVLUkJSMno1VVY1WFhvTmFRZXlHdWR5Nk5CTUVYVlhIOGEtVkgtMTFPenR5Z1VtVHJ2MTBSVUxWZTVfejJOME5mVjNMUVR1d0M2QVgyNUR5TnVXUlVHSXVpNQ?oc=5
2026-06-09,construction ongoing,,Visakhapatnam,,,,crane_failure,,1,AajTak,,,,Not stated,2026-06-09,2026-06-09,"क्रैन से चढ़ाया लैडर गिरा, आग-पिघला स्टील... विशाखापटनम प्लांट हादसा कैसे हुआ? - AajTak","Ladder lifted from crane fell, fire melted steel... How did the Visakhapatnam plant accident happen? - AajTak
Ladder lifted from crane fell, fire melted steel... How did the Visakhapatnam plant accident happen?    AajTak",https://news.google.com/rss/articles/CBMiyAFBVV95cUxPdHVuakstU1NfLVlRdGNUa0pOX1dGODYtUXV5dC0zSjI2U016dkhiYThQcWRPcExSQlJDVmlaenZ3cHViSHp4aEJ1UE9LS3ZiRldUZjNWSk9oallkelNTWmZIclZHZXBzemhnMzZNdzlfR195eVAwenp5XzZLaU96VnJZT2RjTjRHTE5lNG1hT3QybExhSXNyWFUyT3JhS2I3WHo2akNSX2pIYVVuMHBVWFZhRUxBbXU2ejhmcHBvTXZLOVZydU9PbNIBzgFBVV95cUxPTEdXbXA3NFJfclh6Yi10SVh4SmJpNFg4cy1UUGszNzRQV21BT3JfbDR6aDBwSkUyTllMdkUtcFpUQWRqb0dVdGNfdkZuemp0UzJGVHRoZ3BkVmlOSmZyWEhPOUszWV9wcGhjcVhQQjRwTGNETmkxMktNSWVQZWNhNHdRbUpmcWNrSVRINS1lWVNJa3VySGQ5Ujh2UG1rTGx4ZlFSWnV4VTNPb2pVbF91MWR5ek1ZejNmcnM3T2RLUHE2MWJVUXJRMUNzcmxfQQ?oc=5
2026-06-09,roadway,,Vellore,,,,fire_short_circuit,,1,Daily Thanthi,,,,Not stated,2026-06-09,2026-06-09,வேலூர்: ரூ.20 லட்சம் மதிப்பிலான தொழிற்சாலை பேட்டரிகள் ஏற்றிச்சென்ற லாரியில் தீ விபத்து - Daily Thanthi,"Vellore: A truck carrying industrial batteries worth Rs 20 lakh caught fire - Daily Thanthi
Vellore: A truck carrying industrial batteries worth Rs 20 lakh caught fire Daily Thanthi",https://news.google.com/rss/articles/CBMiwwFBVV95cUxNQlNyZHJyd21WMUgyRzdxSkUtMkVuSzEydHFuTWVQSDJSOTNFNzd4bV84YzlIbzNHbjZFWjlpbWhhcXJtTUgwYVpIN1RaY3JoOU9oeGlfbVd3MFhldTQtU0ltc0hQNnV3WjhMZUg3NkJNcFdpZ0l4UFJ5MHQ2NXVkNC1sN3hlNnV2Tk1sYjE0UnJXWmJ5NzVVelBjR2ZPdzE2MWJKeWFjenlVYnpIRFdLY1pVd1RfUXFwSnVFa0ZyU0tfdlXSAdABQVVfeXFMT200WkxiQnZEbm5jdHE4MEs4alZHMjdreTNnR3VfeDFuNEZHRDk1U3RJajZpa0k5cXd6T1F5Y2hfbWZGNmlTQ3JfcUZZZVFPRGtIam12Mm1vbTRaNjdBMjZLRlZnQV9fWTZ5VFNaSVdncDhNbFhmd1FYQmt0d08wY04yWTFkUkNlS0tvdTNmMHVOTDJqdjd0amlUYm00TWY3R3FKb1NRbDlFclhJSEJ2VHhTWi15QS1KSUFPUVNYd0NvQnJ6LW9ONUVmWUEybVVQbw?oc=5
2026-06-09,others,factory manufacturing,Rajamahendravaram,,,,fire_short_circuit,,1,etvbharat.com,,,,Not stated,2026-06-09,2026-06-09,రాజమహేంద్రవరంలో మరో అగ్నిప్రమాదం - ఫ్యాషన్ ఫ్యాక్టరీలో చెలరేగిన మంటలు - etvbharat.com,"Another fire in Rajamahendravaram - fashion factory caught fire - etvbharat.com
Another fire in Rajamahendravaram - fashion factory caught fire etvbharat.com",https://news.google.com/rss/articles/CBMiwAFBVV95cUxOUU4wSkZPTVhHcnNuWEJFU2huajNDaTgteGd2aTZCaGpJeGNQSTM3QjhrN3NkNGdUTVFWUEhjMFNMZTZ0a01HeDFLa2U2d00yRjdCZmhNcnBLNlJsb2RydXFFUlFXTmx1akFPd0hiNTJLUTVXNXlLMTNDMDBKODMwYUUzRVFuX3ZoVE0tUkx6bENlRVlrWFY3Tmt2OGVLUEQwRms4UGM4RVVPY1ZwNk9EX0dQSDRfTmY1ajVHaF9xTUTSAcYBQVVfeXFMUGRtWVoyUWlqck1tOEZ3RGs2d3UxMmZudEljVEpJOUgxay1aenNfY2RfRFpmZGRDSUVjdndRVlAwdHdyUGdYcmZsUnJwVVM1UGc3ejJzZ2duRGloX2hTSEFieVlxWHZFQTNLZUVfa3hBME4zbWo2Mlh2R1RZb2NSb3Q4VDllWEd4RDEyb0dnTW84TUJzUnlxVjlkRnI5ZTJkWERPaUI3TFFTRC1xZGNGcTNzOW9XanpaM19laXYyUm1nTzNLdXVR?oc=5
2026-06-09,old structure collapse,,Kannur,,,,,,1,manoramanews.com,,,,Not stated,2026-06-09,2026-06-09,കണ്ണൂരിൽ കെട്ടിടം തകർന്നു വീണു; തലനാരിഴയ്ക്ക് ഒഴിവായത് വൻ ദുരന്തം; വാക്പോരുമായി ജില്ലാ സെക്രട്ടറിയും മേയറും - manoramanews.com,"Building collapsed in Kannur; A major disaster was avoided by accident; District Secretary and Mayor in war of words - manoramanews.com
Building collapsed in Kannur; A major disaster was avoided by accident; District Secretary and Mayor with war of words    manoramanews.com",https://news.google.com/rss/articles/CBMingFBVV95cUxQZVY4WGJSb2cydmVCSTlYYUxBaTk3dVBkRUU4UnVQX0ZBUmVLRWJwTnVTR2VwaWRBUTcxR2N6TEg4Z3RqN0ZHeVVHejlzN3dXWWQwN1lydjB1bVAyVnFuX2JzVXZhdnBpYWFrUE5KcWNzbExfMlBSbnlyZmlScmVOckoyMHRTbnhOSmRoZVR1c3VUT2hhdzF2bHVZTkhLZ9IBowFBVV95cUxPM2c5VTFJZVhtNW4tZU9zbWJRc3FORi0xd2Nta2pUNU9EMmhvc1h5cGFycW1URFp1NTh0LWQ5NlZMdC1JZDVjUVpOQzltaUtoVWM0R05VYU1KUXlpUkJGOHpFZzlWS2lOM25WOTV2bGxacXpMU3FkU3JxRkItQmdCd3otREk3cDlxdllLVWNCaGV6VENLemM5X0JEeWJTMGFJRllJ?oc=5
2026-06-09,old structure collapse,,Thrissur,,,,,,1,MALAYALIVARTHA.COM,,,,Not stated,2026-06-09,2026-06-09,ചുഴറ്റി എറിഞ്ഞ് മിന്നൽ ചുഴി സ്കൂൾ കെട്ടിടം തകർന്നു ഒരു മണിക്കൂറിൽ തൃശൂരിൽ സംഭവിച്... - MALAYALIVARTHA.COM,"School building collapses in Thrissur in one hour due to lightning storm... - MALAYALIVARTHA.COM
School building collapses in Thrissur in one hour due to whirling lightning... MALAYALIVARTHA.COM",https://news.google.com/rss/articles/CBMiXkFVX3lxTE96S2MzQkFJMWdwbGIzY3AxNXh3aVYzZ3hMdURRUGxaSnpxZy1leFZ0RnJ1NFdsaS1jQURlRDI5RVR1SlM3V2VaY2syT1VfM1l2bXlDUGYwVXpvN2YyUXc?oc=5
2026-06-09,roadway,,Goa,,,,,,1,Esakal,,,,Not stated,2026-06-09,2026-06-09,"Goa Accident: रस्‍ता चुकला, घात झाला; अपघातात दाम्‍पत्‍याचा मृत्‍यू, कारची दुचाकीला धडक, बांबोळीतील घटना - Esakal","Goa Accident: The road was wrong, there was an ambush; Couple dies in accident, car collides with bike, incident in Bamboli - Esakal
Goa Accident: The road was wrong, there was an ambush; Couple dies in accident, car collides with two-wheeler, incident in Bamboli Esakal",https://news.google.com/rss/articles/CBMi7gFBVV95cUxNb1F5TEs1MXJvWW1OS0h0aFZnT0YwMTFrQjgxLVFkUl9yNG9DSm13YTdMM0JxWFByY2hiR21lMktaWUVnZXNid1Zoc25OYXd1cWhUYU1wbUtPZmVEZVFjS3ZlOHZuSktUS3Mzck5RSE5ibFN4b09LQnBIM0pWWTJMc0dzSUlwRFlJY3VtRk1ZcXA2RmFvT19LMFNpcjBVRU11RmNXQVUydzhoTlBCNmZfOUdURGktVnRmRmJpZWFoNUQtd1FyczZIY2FjX2h6U1lreE93MWhMMWJkdV9FY3JEV3J1WkpJQVdRRlotWTRn0gH7AUFVX3lxTFA3TElidWx2VnoxRElwN0V4SFZJX2p2QkgwcDVsZnJCb2lfVkV1QzgwTmhoTWpKLUExOHZVZTdjWF9RWU96Rk1rZTB4ZjB0Q29jck5JZDVmc21ocXhWUjJWYndBN0ZiTG5pODZwaGlXRy1XX2JjdkNJU2lvcU4wZXY0a091TFJfY0oweHJDLWd5VnRfTXN2WE9EMGY4MVZLXy1NX3I3UXNta2Q4TllwN0w3UFpPNV9zZFBEdHk0OFV4dHJaX1JvMlA0bGxiSWJ4MzVPU045WnBqTUJGVEpnZ2l6VHFuSWlUaF9uMVNORC00UFg0Z0JlSnJQSjAw?oc=5
2026-06-09,roadway,,Gujarat; Patan,,,,,,1,Gujarat First,,,,Not stated,2026-06-09,2026-06-09,પાટણમાં કાળજું કંપાવતો અકસ્માત: ટેન્કર પાછળ બાઇક ઘૂસી જતાં દંપતીનું કમકમાટીભર્યું મોત - Gujarat First,"Shocking accident in Patan: Couple dies after bike rams into tanker - Gujarat First
Shocking accident in Patan: Couple dies after bike rams into tanker Gujarat First",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNYVJOdTk1Qm1ZQV9fMG1KX3Zkci1zbG9aOXNaN3VhckxTZHc5RElIWFZXZ0VRbTZaeHVEZ3IzbEFaenBoUTNjczktTV9NR1VxYjdCUlcyRk5lTndZekQ1bGg2M1Q2ZmJOMExoUFpfV2dwUkRDWFM4OHNUTmhtTDZ0dGRRcDJDS243Wkt2bHpXRFBCMUhRajhTcVVyTk0wMXh1ejVDeXBETVhtYXNkZmRqWkZ0elJIMXdROHczS0VrX3bSAcQBQVVfeXFMTVJ1bDJDSHpvMTNaNXUxR0p3d050ekFaaVJTbDFLdXlJVnpyQ2RTVkoyUXBicExBMGNQRlBKaWRubXJGWWZuRTlFbDk4VEFQckRyQ0h1Q0FCMHVoZ2IyekxrMENXS1I5cFNBUE1XdGdobjJTYXdET19DMDNUdVFqVkJqVjJSRTllWjJyQWtzUHEtVUU1dmI1bDdQLXpFMktVcmUyUmRwNllsdmJ6OFJmVXkyTExRUmFjVzRBRndqUUZTaEJPLQ?oc=5
2026-06-09,others,unspecified,Jaipur,,4,,,,1,News18 Hindi,,,,Fatal,2026-06-09,2026-06-09,"Jaipur Blast News: चार मौतों के बाद विधायक अमीन कागजी का बड़ा हमला, आखिर किसकी छत्रछाया में चल रही थी फैक्ट... - News18 Hindi","Jaipur Blast News: Big attack by MLA Amin Kagzi after four deaths, under whose patronage was the fact running... - News18 Hindi
Jaipur Blast News: After four deaths, a big attack by MLA Amin Kagzi, under whose patronage the FACT was running... News18 Hindi",https://news.google.com/rss/articles/CBMi8wFBVV95cUxOTFE4eTY5Y0owb09NRHEzcTZ0aHJaUHVHOXQzTHd4RzFDX1NuZnVsaEVYR0NFdXpWdzlCbXB3bHEza1J6em1jMkNVR2hVN1FIQ1puNU1zMGtERnlsRjVsdGpCRUFLckRqQ0IwbktsMWZEOXJSbUY0X1pEbm1KMDdZZTU4cGRNa2ZPSDQtWDBpTmdwTkZVYlZJYkxZLXZTOFgzc242LWpuaHBlRnhXT3VBdzZoOHNWSnd3VzV5VElKbUQwYkozTWdtS3JhOXVGdmxQeDNoTFpGMzBRbzdKZ25OQmJIUmVzUFlPeXhPLWxoLTZkeWPSAfgBQVVfeXFMTTVHSDhhclVoOERJOWh4X21LZWFkNS1ZWEp2N0F6S1RfU1JYTE4tdDUzWExRVEJXN1V3cnB5V2ZhSGY1MDhyODF5NzdGQ3p6d0pqWEZicGptNEZ3UUVySEMtYlJPUWo4cV9vTHlGOFpuMU05RTBDQUNJVVNOd2RrQ2ZoeWMtRXEzNHJYLXQweDFQTndxQnpyRGhLRkFuc29fenBKMFhmWG5yMTA0QUJQTlBNTzQ5eWltWngyd0xzVUhQTXpPQUl4bnFSNXdCUVpEV0FYRlctaGZUcjZYcmxhamU4U0ZsYklSUXZScXJGSEtqU1FoazZJZDA?oc=5
2026-06-09,roadway,,Tirupati,,,,"A bus overturned on Bhakarapet Ghat road in Tirupati district, 40 people lost their lives - v6velugu.com A bus overturned on Bhakarapet Ghat road in Tirupati district..",,1,v6velugu.com,,,,Not stated,2026-06-09,2026-06-09,తిరుపతి జిల్లా భాకరాపేట ఘాట్ రోడ్డులో బస్సు బోల్తా.. 40 మందికి తప్పిన పెను ప్రమాదం - v6velugu.com,"A bus overturned on Bhakarapet Ghat road in Tirupati district, 40 people lost their lives - v6velugu.com
A bus overturned on Bhakarapet Ghat road in Tirupati district.. 40 people lost their lives v6velugu.com",https://news.google.com/rss/articles/CBMijAFBVV95cUxORmdhcnhTQVBQVUxOWENYRkt0akg1Q2VNcFhUWnFiS2liVDdVcVFoOWRiYnRWU29RX0JJb1A3UjlSRk1HZlk4MFlTZHFKWGluU082QTZ0UEs3U2NmWTVTOWhQdmNGQWMwaWFkUXU5Y0FsMFN5YkYzYWlVd0xBM1Vvc2k0VHBVRTRiOXF4Yg?oc=5
2026-06-08,aviation,,Ahmedabad,,260,,,,26,ABP News; AajTak; Amar Ujala; Dainik Bhaskar; ETV Bharat; Jagran,,,,Fatal,2026-06-08,2026-06-15,"अहमदाबाद विमान हादसा: एक साल बाद भी 260 मौतों की अनसुलझी पहेली, मंत्री का जांच को लेकर आया अहम बयान - Navbharat Times","Ahmedabad plane crash: Even after a year, the mystery of 260 deaths remains unresolved, Minister's important statement regarding investigation - Navbharat Times
Ahmedabad plane crash: Even after a year, the mystery of 260 deaths remains unresolved, Minister's important statement regarding investigation Navbharat Times",https://news.google.com/rss/articles/CBMi8AFBVV95cUxNQTBPRDVhYjllYWVmTUZEM3lmQ0tOR0xqenlqQmlKQ3E3dl82TERGVUl4RHlfdUFfOWFNVzVrdFZoRWpJSXV2TERQYzdPTUt4cUw0Z2dJNnNrRDhIR20wY09OS2ZKVUhBN1R2VU5MNEV4RVpOSEhWSnBRRGtSVTY4NzBIc2JyMFZKcUJVVDZFcW43R3lIcndmazNOMk5WSk5iMVBxUHVhaWhsWTNrcExUNTcwejBTTVEtUHh4RVBaZVg4LXpGdTlfVXFwMC1OV1JjNm45TjdVR0ZrTFRWelh5OXpabFk4UVBSOVUtUmVuc1jSAfYBQVVfeXFMT2R0c2daeDUxcG1MMWQ4OEl1emlyS1FVQ2ZPM0V4dFdJVFV0Z3Y4Z2R6ZDBPLXRGaHk2SFRtUkFxWUVKa3VMQlVoemlWaGFVbk1xWG5pTHExemZmY1hXZFdmR3BGV1hSS1pYM211Y0loc2t4YVBTalFUbnhYcmhUczhWaW9NV1JNQ3NHdldjUGRQNjV4X2NJVENtaGZBczc1Z3lYVHJhR2x5MjNURGVsTTNBRF9OUnFlVlVZT0MtX2lWUm9GdmRleV9BQk96QzJuSnQtNS02ak9KT0pnRTlDUUpCbm40bnJieXdGQV8zdWJSd0RFY1B3?oc=5
2026-06-08,others,factory manufacturing,Jaipur,,8,,firecracker_unit,firecracker unit,9,AajTak; AajTak Bangla; Amar Ujala; Anandabazar Patrika; India.com; News18 Hindi,,,,Fatal,2026-06-08,2026-06-09,"Jaipur Firecracker Factory Fire Live: जयपुर पटाखा फैक्ट्री हादसा, आग और धमाकों से मचा हड़कंप, 8 लोगों की म... - News18 Hindi","Jaipur Firecracker Factory Fire Live: Jaipur firecracker factory accident, fire and explosions created panic, 8 people died... - News18 Hindi
Jaipur Firecracker Factory Fire Live: Jaipur firecracker factory accident, fire and explosions created panic, 8 people died...    News18 Hindi",https://news.google.com/rss/articles/CBMi3AFBVV95cUxPc29lcFlZSVYzX3BUaTI3ZlpTaE1EVDFHTGtqVzRHczQ0M2lpZGVIMTJ1SkZtcFQ0cVJCSU1oMXp2T3NRSGV4UjduMjhLWTBubk1lY2FRQVFuQnZFNF8taFYwSHNnYmhWV0JVNXkwT0htTGVUcjA3YVlZWWJoNmNOZllmZmp3R01CT2ZROW14aUgyLWd1bXNzSTdjUmxKNWZpZTJuLW1HMnV3bDhROFQwa1BzdGlNalM2Tm9qMlVZMEhmYkNQYnp0ZXlFWUFrZ0d1bE1lQTdpRi1GTEsz0gHiAUFVX3lxTE1LM3FLYmRYM3VITXdoZkp1NUVzYlFUTjhPemtyUFk5bTdYQTdMaXd4Q3VWbjFieFl2RWJYUUxFaUZqT2dkMjk5aUt2aFVSWTRsRUFUSF9pZFRfQWZyOVRYM2xZSTZILTZ1U3hJbVQ5SHJmVV9EQVNTak9CS1lnZWw2YUJzTUdvYkoxWkhqOU45RGtxSy1IMTN4ZFY1VUs5S01jeUc5YVhjQWduSU1LTEpwcDNndldEa3NVU3kwWEk2RjBpWndwd2ZYRWZhbFFBZ1VqMlFFNnR2a0hUX2tyWjdwRWc?oc=5
2026-06-08,roadway,,Mathura,,2,15,lost_control; hit_divider_barrier,,1,Amar Ujala,,,,Fatal,2026-06-08,2026-06-08,"मथुरा में बड़ा हादसा: रोडवेज बस अनियंत्रित होकर डिवाइडर पर चढ़ी, दो महिलाओं की माैत; 15 यात्री घायल - Amar Ujala","Major accident in Mathura: Roadways bus went out of control and climbed on the divider, two women killed; 15 passengers injured - Amar Ujala
Major accident in Mathura: Roadways bus went out of control and climbed on the divider, two women killed; 15 passengers injured",https://news.google.com/rss/articles/CBMirwFBVV95cUxPS2RibjZDZmE2Z3lMOHg3dlZKRXl6dU96RVNHWG5keWU5OUpWbmo1NUNSaC1HZzhrMVB3UE96T2tQNzdUOWtaLXUwWGs5Yk5Xa2dHTHFoNG4wWV9Gc0pJWDlwSG5JaTJGRVNObEZ3dTU3NmxKeV9MWkFHaU90d2ZDT29HUmt5TGd2R1VxTnRSSmlydDJWS0RPN1ZoOC1GS0lWX09LNFlidTcyeTBxczRZ?oc=5
2026-06-08,aviation,,Dominica Republic,,,,,,1,India TV Hindi,,,,Not stated,2026-06-08,2026-06-08,"डोमिनिका रिपब्लिक में भीषण विमान हादसा, पायलट और को-पायलट की मौत, इमरजेंसी लैंडिंग के दौरान क्रैश हुआ प्लेन - India TV Hindi","Horrific plane accident in Dominica Republic, pilot and co-pilot died, plane crashed during emergency landing - India TV Hindi
Horrific plane accident in Dominica Republic, pilot and co-pilot killed, plane crashes during emergency landing India TV Hindi",https://news.google.com/rss/articles/CBMi4wFBVV95cUxOXy1JaDk0OEpBVFYzLThuNS1tMmJQWDBRdVlDdlMzTHBKd1NqbVZOSVpVZE5vX0JXeWJyaVFBQXJ4RVItQUo1WmNSOGw1OGlQdDdtYUdnUFR3ZlFjOUFGRG5lM1M2N0NEMkx0Y3duazF2dHhWNFJpQmNZSmlWM0FVN1BSRVFVU0IxREloTEc3N3QyT1Nva3Z3RjRCUDZIcGtfcjJYbHNUcmlJWkgtSTNQdXJiN2JyU2NZZG0wQnZsbGRHLUM2TUJRa2VGRTBUT1JubGFFVjhyd3hhOTRZZEFWZjluY9IB6AFBVV95cUxQOW9uR0VPYWQ2aDFHczkwcXVlS241YkJCcFVuQVJtbXZ5M3NwQ1JTbjJrS1RoYkhqT1FxSzRpeGxPVTk0RGtmZzl1NGVoX2t1RGxoYV9VVnhyMTliWGh6ZF9sbjM1Yk1naDRpaDdHZV8tZXRFV3d5STlXMUVXY1R1MHdrOFhlNkRkeUhnbWE0cWZfTTVqU0k2MktHQjhoVVdzeWNBbUQ3bmtzVUw5Njhfd2EtVUs1cEdVY2Q3X19QNWhDTzNFbjl0alo2Ym53a3dqSXFoVFBLeDlXdzQ2U0drLTVHSnlGaFFh?oc=5
2026-06-08,construction ongoing,,Visakhapatnam,,8,,,,1,Dainik Bhaskar,,,,Fatal,2026-06-08,2026-06-08,"विशाखापट्टनम स्टील प्लांट में हादसा, 8 मजदूरों की मौत: 1600°C पर पिघला गर्म लोहा क्रेन से ले जा रहे थे, बैल... - Dainik Bhaskar","Accident in Visakhapatnam Steel Plant, 8 workers died: Hot iron melted at 1600°C was being transported by crane, bull... - Dainik Bhaskar
Accident in Visakhapatnam Steel Plant, 8 workers died: Hot iron melted at 1600°C was being transported by crane, bull... Dainik Bhaskar",https://news.google.com/rss/articles/CBMiqgFBVV95cUxOYUx6MVBoRERQZGtRbEtTMzdKU1dHRjdYSjFkSTh5QnVrck4tSFVuSTlLUm12bDZEQlpLZFhNd1JZeEw0Y2I3TzJZUGR5dlpQaEpWeHF4ZXlEazRpTGJXZWN6Y1NlQ3dHeXduQWVuMFdUSXZuck5Tdjg3OE9ZYjAtcFFWTDdsNXpPY2pQT1lsWGFEakozZlFMXzBLajZwSnFfZmY0VDI4SzU3Z9IBrwFBVV95cUxQSV9iWFBXeXl3LVBMTU1VQXdtc2hLTXNMaFItU01tVGpDaEJvdFZUajBwdWJURWkwX011Tjk0cnFCbmV3WTdwNDVtbWM4aVFOS0tWSi03UFZPN0xwU0dIbnhzbnNmeXNpX2VzdkdRc0YxbHJOcTBySlhnTE13TWw5cmJjcjJ5dlJLWGxmWEJ0aHE0clpOa3NLZmtXYkhDSUdrZjl2OHdnZWxXcklYLUtB?oc=5
